quiz_id,quiz_title,topic_folder,scenario_id,scenario_title,question_id,sentence_en,keyword,correct,option_b,option_c,option_d,tts_lang
DAIRY-001,Dairy Farm Vocabulary Quiz,Dairy,DAIRY-001-S03,Fence & Corral Repair,DAIRY-001-Q51,Tie the gate with the [chain] until we get a new latch.,chain,cadena,alambre,cuerda,,en-US
DAIRY-001,Dairy Farm Vocabulary Quiz,Dairy,DAIRY-001-S03,Fence & Corral Repair,DAIRY-001-Q52,Tie the gate with the chain until we get a new [latch].,latch,pestillo,poste,bisagra,,en-US
DAIRY-001,Dairy Farm Vocabulary Quiz,Dairy,DAIRY-001-S03,Fence & Corral Repair,DAIRY-001-Q53,Use the wire to [close] the gap in the fence.,close,cerrar,fijar,amarrar,,en-US
DAIRY-001,Dairy Farm Vocabulary Quiz,Dairy,DAIRY-001-S04,Field & Equipment,DAIRY-001-Q54,[Run] the chopper to cut the corn for silage.,run (machine),poner en marcha,encender,conectar,,en-US
DAIRY-001,Dairy Farm Vocabulary Quiz,Dairy,DAIRY-001-S04,Field & Equipment,DAIRY-001-Q55,Run the [chopper] to cut the corn for silage.,chopper,picadora,cosechadora,mezcladora,,en-US
DAIRY-001,Dairy Farm Vocabulary Quiz,Dairy,DAIRY-001-S04,Field & Equipment,DAIRY-001-Q56,Run the chopper to [cut] the corn for silage.,cut,cortar,compactar,limpiar,,en-US
DAIRY-001,Dairy Farm Vocabulary Quiz,Dairy,DAIRY-001-S04,Field & Equipment,DAIRY-001-Q57,Run the chopper to cut the [corn] for silage.,corn,maíz,heno,ensilaje,,en-US
DAIRY-001,Dairy Farm Vocabulary Quiz,Dairy,DAIRY-001-S04,Field & Equipment,DAIRY-001-Q58,Run the chopper to cut the corn for [silage].,silage,ensilaje,alimento,heno,,en-US
DAIRY-001,Dairy Farm Vocabulary Quiz,Dairy,DAIRY-001-S04,Field & Equipment,DAIRY-001-Q59,[Drive] the tractor to compact the silage in the bunker.,drive,manejar,encender,cargar,,en-US
DAIRY-001,Dairy Farm Vocabulary Quiz,Dairy,DAIRY-001-S04,Field & Equipment,DAIRY-001-Q60,Drive the [tractor] to compact the silage in the bunker.,tractor,tractor,cargadora,remolque,,en-US
DAIRY-001,Dairy Farm Vocabulary Quiz,Dairy,DAIRY-001-S04,Field & Equipment,DAIRY-001-Q61,Drive the tractor to [compact] the silage in the bunker.,compact,compactar,limpiar,cortar,,en-US
DAIRY-001,Dairy Farm Vocabulary Quiz,Dairy,DAIRY-001-S04,Field & Equipment,DAIRY-001-Q62,Drive the tractor to compact the silage in the [bunker].,bunker,la pila,establo,laguna,,en-US
DAIRY-001,Dairy Farm Vocabulary Quiz,Dairy,DAIRY-001-S04,Field & Equipment,DAIRY-001-Q63,Put the [tires] on the tarp over the bunker.,tires,llantas,pacas,tablas,,en-US
DAIRY-001,Dairy Farm Vocabulary Quiz,Dairy,DAIRY-001-S04,Field & Equipment,DAIRY-001-Q64,Put the tires on the [tarp] over the bunker.,tarp,la loma,la laguna,la pila,,en-US
DAIRY-001,Dairy Farm Vocabulary Quiz,Dairy,DAIRY-001-S04,Field & Equipment,DAIRY-001-Q65,[Check] the grease on the combine axle and the tractor oil.,check,verificar,arreglar,encender,,en-US
DAIRY-001,Dairy Farm Vocabulary Quiz,Dairy,DAIRY-001-S04,Field & Equipment,DAIRY-001-Q66,Check the [grease] on the combine axle and the tractor oil.,grease,grasa,aceite,cinta,,en-US
DAIRY-001,Dairy Farm Vocabulary Quiz,Dairy,DAIRY-001-S04,Field & Equipment,DAIRY-001-Q67,Check the grease on the [combine] axle and the tractor oil.,combine,cosechadora,empacadora,mezcladora,,en-US
DAIRY-001,Dairy Farm Vocabulary Quiz,Dairy,DAIRY-001-S04,Field & Equipment,DAIRY-001-Q68,Check the grease on the combine [axle] and the tractor oil.,axle,eje,llanta,tuerca,,en-US
DAIRY-001,Dairy Farm Vocabulary Quiz,Dairy,DAIRY-001-S04,Field & Equipment,DAIRY-001-Q69,Check the grease on the combine axle and the tractor [oil].,oil,aceite,grasa,agua,,en-US
DAIRY-001,Dairy Farm Vocabulary Quiz,Dairy,DAIRY-001-S04,Field & Equipment,DAIRY-001-Q70,[Fix] the cable on the reel of the alley scraper.,fix (repair),arreglar,encender,verificar,,en-US
DAIRY-001,Dairy Farm Vocabulary Quiz,Dairy,DAIRY-001-S04,Field & Equipment,DAIRY-001-Q71,Fix the [cable] on the reel of the alley scraper.,cable,cable,cuerda,manguera,,en-US
DAIRY-001,Dairy Farm Vocabulary Quiz,Dairy,DAIRY-001-S04,Field & Equipment,DAIRY-001-Q72,Fix the cable on the [reel] of the alley scraper.,reel,carrete,eje,poste,,en-US
DAIRY-001,Dairy Farm Vocabulary Quiz,Dairy,DAIRY-001-S04,Field & Equipment,DAIRY-001-Q73,Use the [backhoe] to dig the drainage ditch.,backhoe,excavadora,minicargadora,tractor,,en-US
DAIRY-001,Dairy Farm Vocabulary Quiz,Dairy,DAIRY-001-S04,Field & Equipment,DAIRY-001-Q74,Use the backhoe to [dig] the drainage ditch.,dig,cavar,limpiar,compactar,,en-US
DAIRY-001,Dairy Farm Vocabulary Quiz,Dairy,DAIRY-001-S04,Field & Equipment,DAIRY-001-Q75,Use the backhoe to dig the drainage [ditch].,ditch,zanja,pasillo,laguna,,en-US
DAIRY-001,Dairy Farm Vocabulary Quiz,Dairy,DAIRY-001-S05,Sick Cow / Hospital,DAIRY-001-Q76,[Move] the sick cow from her stall to the hospital.,move,mover,amarrar,limpiar,,en-US
DAIRY-001,Dairy Farm Vocabulary Quiz,Dairy,DAIRY-001-S05,Sick Cow / Hospital,DAIRY-001-Q77,Move the sick cow from her [stall] to the hospital.,stall,corral,pasillo,establo,,en-US
DAIRY-001,Dairy Farm Vocabulary Quiz,Dairy,DAIRY-001-S05,Sick Cow / Hospital,DAIRY-001-Q78,Move the sick cow from her stall to the [hospital].,hospital,hospital,laguna,establo,,en-US
DAIRY-001,Dairy Farm Vocabulary Quiz,Dairy,DAIRY-001-S05,Sick Cow / Hospital,DAIRY-001-Q79,Use the [skid steer] to lift and move the cow slowly to the hospital area.,skid steer,minicargadora,excavadora,cargadora,,en-US
DAIRY-001,Dairy Farm Vocabulary Quiz,Dairy,DAIRY-001-S05,Sick Cow / Hospital,DAIRY-001-Q80,Use the skid steer to [lift] and move the cow slowly to the hospital area.,lift,subir,mover,lavar,,en-US
DAIRY-001,Dairy Farm Vocabulary Quiz,Dairy,DAIRY-001-S05,Sick Cow / Hospital,DAIRY-001-Q81,Use the skid steer to lift and move the cow [slowly] to the hospital area.,slowly,despacio,rápido,fuerte,,en-US
DAIRY-001,Dairy Farm Vocabulary Quiz,Dairy,DAIRY-001-S05,Sick Cow / Hospital,DAIRY-001-Q82,[Give] the cow the injection and medication for mastitis.,give,dar,poner,verificar,,en-US
DAIRY-001,Dairy Farm Vocabulary Quiz,Dairy,DAIRY-001-S05,Sick Cow / Hospital,DAIRY-001-Q83,Give the cow the [injection] and medication for mastitis.,injection,inyección,medicamento,agua,,en-US
DAIRY-001,Dairy Farm Vocabulary Quiz,Dairy,DAIRY-001-S05,Sick Cow / Hospital,DAIRY-001-Q84,Give the cow the injection and [medication] for mastitis.,medication,medicamento,inyección,agua,,en-US
DAIRY-001,Dairy Farm Vocabulary Quiz,Dairy,DAIRY-001-S05,Sick Cow / Hospital,DAIRY-001-Q85,Give the cow the injection and medication for [mastitis].,mastitis,mastitis,el ordeño,la cosecha,,en-US
DAIRY-001,Dairy Farm Vocabulary Quiz,Dairy,DAIRY-001-S05,Sick Cow / Hospital,DAIRY-001-Q86,Give the cow [feed] and water within reach of her head.,feed,alimento,agua,medicamento,,en-US
DAIRY-001,Dairy Farm Vocabulary Quiz,Dairy,DAIRY-001-S05,Sick Cow / Hospital,DAIRY-001-Q87,Give the cow feed and [water] within reach of her head.,water,agua,leche,alimento,,en-US
TOOLS-001,Landscaping Tools Quiz,Landscaping,,,TOOLS-001-Q01,Use the [axe] to cut down that small tree.,,Usa el hacha para talar ese pequeño árbol.,Usa la sierra para talar ese pequeño árbol.,Usa el rastrillo para limpiar ese pequeño árbol.,Usa la pala para mover ese pequeño árbol.,en-US
TOOLS-001,Landscaping Tools Quiz,Landscaping,,,TOOLS-001-Q02,"If the weather is wet, wear the [rubber boots].",,"Si el clima está húmedo, use botas de goma.","Si el clima está frío, use guantes de goma.","Si el clima está húmedo, use un impermeable.","Si el clima está seco, use botas de trabajo.",en-US
TOOLS-001,Landscaping Tools Quiz,Landscaping,,,TOOLS-001-Q03,Put [fertilizer] on the new plants.,,Ponga fertilizante en las nuevas plantas.,Ponga agua en las nuevas plantas.,Ponga mantillo en las nuevas plantas.,Ponga tierra en las nuevas plantas.,en-US
TOOLS-001,Landscaping Tools Quiz,Landscaping,,,TOOLS-001-Q04,The client wants brick [edging] around the large bed.,,El cliente quiere un borde de ladrillo alrededor de la cama grande.,El cliente quiere una cerca de ladrillo alrededor del jardín.,El cliente quiere un camino de ladrillo junto a la cama grande.,El cliente quiere una fuente de ladrillo en la cama grande.,en-US
TOOLS-001,Landscaping Tools Quiz,Landscaping,,,TOOLS-001-Q05,Put the tulip bulbs in the [flowerpots].,,Ponga los bulbos de tulipán en las macetas.,Ponga las semillas de tulipán en el suelo.,Saque los bulbos de tulipán de las macetas.,Ponga los bulbos de tulipán en las bolsas.,en-US
TOOLS-001,Landscaping Tools Quiz,Landscaping,,,TOOLS-001-Q06,Wear [gloves] to protect your hands.,,Use guantes para proteger sus manos.,Use botas para proteger sus pies.,Use lentes para proteger sus ojos.,Use guantes para limpiar las herramientas.,en-US
TOOLS-001,Landscaping Tools Quiz,Landscaping,,,TOOLS-001-Q07,Use the [hoe] to chop those roots.,,Use la azada para cortar esas raíces.,Use el rastrillo para recoger esas raíces.,Use la pala para sacar esas raíces.,Use la azada para regar esas plantas.,en-US
TOOLS-001,Landscaping Tools Quiz,Landscaping,,,TOOLS-001-Q08,Bring the long [hoses] and the [hose reel].,,Traiga las mangueras largas y el carrete de manguera.,Traiga los cubos grandes y el aspersor.,Traiga las mangueras largas y el aspersor.,Traiga las regaderas y el carrete de manguera.,en-US
TOOLS-001,Landscaping Tools Quiz,Landscaping,,,TOOLS-001-Q09,Bring gas for the [lawn mower].,,Traiga gasolina para la cortadora de césped.,Traiga agua para la cortadora de césped.,Traiga gasolina para el soplador de hojas.,Traiga gasolina para la podadora de setos.,en-US
TOOLS-001,Landscaping Tools Quiz,Landscaping,,,TOOLS-001-Q10,Use the [pitchfork] to put the long straw on the tarp.,,Use la horca para poner la pajita larga sobre la lona.,Use la pala para poner la tierra sobre la lona.,Use el rastrillo para poner las hojas sobre la lona.,Use la horca para quitar la pajita de la lona.,en-US
TOOLS-001,Landscaping Tools Quiz,Landscaping,,,TOOLS-001-Q11,Use the [pruning saw] for those crossed branches.,,Utilice la sierra de podar para esas ramas cruzadas.,Utilice las tijeras de podar para esas ramas cruzadas.,Utilice la sierra de podar para esas raíces largas.,Utilice el hacha para esas ramas cruzadas.,en-US
TOOLS-001,Landscaping Tools Quiz,Landscaping,,,TOOLS-001-Q12,Use the [rake] to get out the old mulch.,,Utilice un rastrillo para sacar el mantillo viejo.,Utilice una pala para sacar el mantillo viejo.,Utilice un rastrillo para poner el mantillo nuevo.,Utilice una horca para sacar el mantillo viejo.,en-US
TOOLS-001,Landscaping Tools Quiz,Landscaping,,,TOOLS-001-Q13,Use the [scarifier] to aerate the lawn.,,Utilice el escarificador para airear el césped.,Utilice la cortadora para cortar el césped.,Utilice el escarificador para regar el césped.,Utilice el rastrillo para airear el césped.,en-US
TOOLS-001,Landscaping Tools Quiz,Landscaping,,,TOOLS-001-Q14,Use the [pruners] to remove extra branches from the bush.,,Utilice las podadoras para quitar las ramas sobrantes del arbusto.,Utilice la sierra para quitar las ramas sobrantes del arbusto.,Utilice las podadoras para dar forma al arbusto.,Utilice las podadoras para quitar las hojas secas del árbol.,en-US
TOOLS-001,Landscaping Tools Quiz,Landscaping,,,TOOLS-001-Q15,Bring the [loppers] and the [electric shears] to shape the hedges.,,Traiga las podadoras y las tijeras eléctricas para dar forma a los setos.,Traiga el rastrillo y la sierra para dar forma a los setos.,Traiga las podadoras y las tijeras eléctricas para cortar el césped.,Traiga las podadoras y la manguera para regar los setos.,en-US
TOOLS-001,Landscaping Tools Quiz,Landscaping,,,TOOLS-001-Q16,Use the [shovel] to dig the hole for the root ball.,,Utilice la pala para cavar el hoyo para el cepellón.,Utilice la azada para cavar el hoyo para el cepellón.,Utilice la pala para rellenar el hoyo para el cepellón.,Utilice la pala plana para cavar el hoyo para el cepellón.,en-US
TOOLS-001,Landscaping Tools Quiz,Landscaping,,,TOOLS-001-Q17,Use the flat [spade] to edge the bed.,,Utilice la pala plana para bordear la cama.,Utilice la pala para cavar la cama.,Utilice la azada para bordear la cama.,Utilice la pala plana para rellenar la cama.,en-US
TOOLS-001,Landscaping Tools Quiz,Landscaping,,,TOOLS-001-Q18,Bring the [sprinkler] to water the new plantings.,,Traiga el aspersor para regar las nuevas plantaciones.,Traiga la regadera para regar las nuevas plantaciones.,Traiga el aspersor para mover las nuevas plantaciones.,Traiga la manguera para regar las nuevas plantaciones.,en-US
TOOLS-001,Landscaping Tools Quiz,Landscaping,,,TOOLS-001-Q19,Use the [trowel] to put in the new flowers.,,Utilice la paleta para poner las flores nuevas.,Utilice la pala para poner las flores nuevas.,Utilice la paleta para quitar las flores viejas.,Utilice el rastrillo para poner las flores nuevas.,en-US
TOOLS-001,Landscaping Tools Quiz,Landscaping,,,TOOLS-001-Q20,Use the [watering can] for the window boxes.,,Utilice la regadera para las jardineras.,Utilice la manguera para las jardineras.,Utilice la regadera para las macetas grandes.,Utilice el aspersor para las jardineras.,en-US
TOOLS-001,Landscaping Tools Quiz,Landscaping,,,TOOLS-001-Q21,Bring the [wheelbarrow] to carry the gravel and sand.,,Traiga la carretilla para llevar la grava y la arena.,Traiga los cubos para llevar la grava y la arena.,Traiga la carretilla para llevar la tierra y el mantillo.,Traiga la carretilla para llevar las plantas y las macetas.,en-US
